"CAGDP9 Real GDP by county and metropolitan area 1/"
"Real GDP: All industry total (Thousands of chained 2012 dollars)" 
"Bureau of Economic Analysis" 
"County"
"GeoFips","GeoName","2016","2017","2018","2019","2020"
"46035","Davison, SD",1075538,1097856,1112013,1058480,1028685
"46037","Day, SD",340858,277933,297184,237473,322575
"46039","Deuel, SD",269739,289373,294509,274706,285453
"46041","Dewey, SD",249987,228077,198799,203315,225670
"46043","Douglas, SD",183433,188622,184938,216830,179295
"46045","Edmunds, SD",183372,165769,257032,212088,239987
"46047","Fall River, SD",265482,244370,235509,230659,216815
"46049","Faulk, SD",142884,136737,168305,168855,158847
"46051","Grant, SD",615696,558581,534938,492115,478004
"46053","Gregory, SD",125592,145413,149700,145011,153674
"46055","Haakon, SD",92207,105949,126438,88474,113371
"46057","Hamlin, SD",255893,224042,252899,231173,274509
"46059","Hand, SD",147791,164586,192807,161528,189800
"46061","Hanson, SD",105525,102597,123686,140765,139367
"46063","Harding, SD",99258,107304,62280,75653,70692
"46065","Hughes, SD",1027781,1103157,1092211,1135030,1045123
"46067","Hutchinson, SD",303373,348822,348584,395561,326705
"46069","Hyde, SD",97133,124806,88816,79843,101003
"46071","Jackson, SD",50935,67884,70907,57679,63744
"46073","Jerauld, SD",163715,179553,146943,123989,139080
"46075","Jones, SD",39903,53291,47216,57202,49413
"46077","Kingsbury, SD",312281,254757,290125,283679,299631
"46079","Lake, SD",538515,515285,548720,552493,543461
"46081","Lawrence, SD",974593,996029,989560,1002764,973874
"46083","Lincoln, SD",2190709,2283303,2420931,2627093,2846430
"46085","Lyman, SD",160013,179074,175486,159597,156025
"46087","McCook, SD",180770,204657,216686,252856,230033
"46089","McPherson, SD",117803,118584,143996,115509,144115
"46091","Marshall, SD",320506,262865,283331,274750,324914
"46093","Meade, SD",677181,675700,718017,746302,781832
"46095","Mellette, SD",29053,46788,39239,31209,32464
"46097","Miner, SD",73102,83700,96849,104033,105045
"46099","Minnehaha, SD",15429780,15132542,14989980,15376173,14713252
"46101","Moody, SD",349477,311209,336273,326029,348434
"46102","Oglala Lakota, SD*",297892,304236,300889,298487,318075
"46103","Pennington, SD",4854055,4883986,4985498,5059001,5002648
"46105","Perkins, SD",122115,187628,127517,115552,132517
"46107","Potter, SD",148695,169143,134266,144206,160595
"46109","Roberts, SD",389584,319029,386757,314949,385812
"46111","Sanborn, SD",123522,108453,127291,137936,131684
"46115","Spink, SD",530803,391648,430765,358691,452107
"46117","Stanley, SD",126646,146950,115725,128652,107577
"46119","Sully, SD",110772,168045,134910,114872,141994
"46121","Todd, SD",186795,193124,205444,199745,204585
"46123","Tripp, SD",249161,257092,261148,239601,237247
"46125","Turner, SD",360498,353316,331159,372748,368610
"46127","Union, SD",1090358,1177435,1276978,1295029,1394167
"46129","Walworth, SD",232396,248289,233015,210396,234277
"46135","Yankton, SD",1043443,1071106,1124408,1135918,1161283
"46137","Ziebach, SD",108630,55796,51181,41904,51503
"47001","Anderson, TN",4219001,4413453,4436767,4570679,4472474
"47003","Bedford, TN",1569275,1585845,1676403,1777053,1768188
"47005","Benton, TN",319730,331456,315434,310809,310284
"47007","Bledsoe, TN",192511,205056,191387,186735,190207
"47009","Blount, TN",4778132,5050643,5156255,5346896,5142681
"47011","Bradley, TN",4001333,3995556,3973781,3986072,3951977
"47013","Campbell, TN",789627,820362,841478,861493,872440
"47015","Cannon, TN",217117,225826,225439,230609,228621
"47017","Carroll, TN",620730,634168,624809,603978,530204
"47019","Carter, TN",920039,944527,937734,932674,904388
"47021","Cheatham, TN",1006046,1068162,1058986,1056945,1024076
"47023","Chester, TN",329161,336545,335158,327038,297064
"47025","Claiborne, TN",725583,710923,712560,723501,685543
"47027","Clay, TN",171258,166116,164543,158594,152341
"47029","Cocke, TN",688383,680114,691365,695042,674678
"47031","Coffee, TN",2362101,2472280,2567612,2687048,2656379
"47033","Crockett, TN",483736,528779,531081,510425,501513
"47035","Cumberland, TN",1458474,1507202,1523141,1555649,1491321
"47037","Davidson, TN",58745339,60760522,62964468,65576681,60309852
"47039","Decatur, TN",304006,306542,309280,283892,267454
"47041","DeKalb, TN",654352,645930,589747,592964,583811
"47043","Dickson, TN",1655417,1715510,1741865,1800624,1754677
"47045","Dyer, TN",1458464,1560659,1525920,1544657,1505790
"47047","Fayette, TN",1062318,1109325,1046574,1015297,951977
"47049","Fentress, TN",390657,399283,412848,429790,418558
"47051","Franklin, TN",1029532,1066752,1068809,1076271,1035573
"47053","Gibson, TN",1258147,1271711,1289462,1315988,1272853
"47055","Giles, TN",997330,1038455,1032081,1025107,988291
"47057","Grainger, TN",344526,359392,357284,379408,377608
"47059","Greene, TN",2147491,2240275,2224082,2182765,2066215
"47061","Grundy, TN",208379,218761,215936,212465,211012
"47063","Hamblen, TN",2778203,2789258,2735781,2790489,2662621
"47065","Hamilton, TN",21866624,22394051,22572826,23006016,22581396
"47067","Hancock, TN",75592,73983,74126,75082,72852
"47069","Hardeman, TN",549800,558261,554603,526207,506489
"47071","Hardin, TN",808101,825202,887401,841457,840834
"47073","Hawkins, TN",1618936,1649167,1571146,1480785,1356046
"47075","Haywood, TN",731392,713569,703235,615248,565029
"47077","Henderson, TN",657313,663705,664255,653126,602941
"47079","Henry, TN",1084059,1138789,1093578,1127724,1062972
"47081","Hickman, TN",387818,386060,414935,416198,409446
"47083","Houston, TN",122435,130291,129098,133739,126747
"47085","Humphreys, TN",779210,801677,681624,639762,614438
"47087","Jackson, TN",177840,186277,194363,192060,194956
"47089","Jefferson, TN",1280949,1391615,1421777,1475668,1463687
"47091","Johnson, TN",357075,362190,350280,363486,359269
"47093","Knox, TN",23434378,23761578,24394219,24604994,24085375
"47095","Lake, TN",125359,127063,106264,128881,118708
"47097","Lauderdale, TN",599086,613196,616230,642459,628612
"47099","Lawrence, TN",942815,926374,924753,945090,938694
"47101","Lewis, TN",249050,236974,238641,257030,247363
"47103","Lincoln, TN",966034,973894,978013,980756,897575
"47105","Loudon, TN",1580283,1640711,1713908,1877917,1883046
"47107","McMinn, TN",1880651,1894068,1906926,1926348,1901178
"47109","McNairy, TN",556709,589860,526243,504792,497718
"47111","Macon, TN",507328,505768,500215,479998,477249
"47113","Madison, TN",5149469,5421544,5440172,5455918,5381593
"47115","Marion, TN",696774,732322,736903,699709,701355
"47117","Marshall, TN",928046,1079532,1144289,1175943,1138677
"47119","Maury, TN",3509443,3845027,3636995,3845992,3725221
"47121","Meigs, TN",215070,237486,233217,224905,226348
"47123","Monroe, TN",1245452,1314769,1311564,1306968,1227178
"47125","Montgomery, TN",4544863,4690865,4821807,5089678,4979353
"47127","Moore, TN",225665,406973,472976,471217,452741
"47129","Morgan, TN",257715,255934,260014,270012,271348
"47131","Obion, TN",1019585,1073830,1003982,1075223,1081824
"47133","Overton, TN",439702,463360,500302,515166,491508
"47135","Perry, TN",178490,171076,170882,175291,158587
"47137","Pickett, TN",137174,146146,147886,133299,122825
"47139","Polk, TN",269895,285319,294360,259716,255729
"47141","Putnam, TN",2900552,2985408,3079719,3131686,3058788
"47143","Rhea, TN",1622705,1709297,1826112,1672769,1451092
"47145","Roane, TN",2274833,2360111,2256805,2385322,2307569
"47147","Robertson, TN",2377745,2441460,2295039,2251803,2242846
"47149","Rutherford, TN",13566978,14454894,14815421,15589446,15177427
"47151","Scott, TN",512754,512652,521889,516689,499813
"47153","Sequatchie, TN",263868,271501,264501,257140,258140
"47155","Sevier, TN",3540585,3683122,3811975,3968523,3566399
"47157","Shelby, TN",56119216,56266780,56377138,56406750,55126272
"47159","Smith, TN",571782,601325,691963,675200,645015
"47161","Stewart, TN",982593,779478,811513,720143,650214
"47163","Sullivan, TN",6738841,6890324,6895748,6753407,6559245
"47165","Sumner, TN",5856514,6266313,6248590,6313663,5923814
"47167","Tipton, TN",1055428,1071174,1046650,1074062,1068175
"47169","Trousdale, TN",148266,148932,171125,177284,165347
"47171","Unicoi, TN",444244,502807,497350,475361,448514
"47173","Union, TN",270974,268537,276210,286135,278773
"47175","Van Buren, TN",93830,94402,87058,88117,82597
"47177","Warren, TN",1386365,1306551,1292185,1315086,1307192
"47179","Washington, TN",5039366,5137994,5215954,5401526,5382599
"47181","Wayne, TN",288847,284936,293496,297716,297224
"47183","Weakley, TN",1012571,1058579,1058556,1143805,1126179
"47185","White, TN",646403,675671,647176,659195,619579
"47187","Williamson, TN",19989027,20276005,20471973,21303499,20312776
"47189","Wilson, TN",4379771,4509939,4798160,4896567,4860387
"48001","Anderson, TX",1716076,1765053,1824416,1888278,1862626
"48003","Andrews, TX",4950791,5027278,4996133,5015055,4123206
"48005","Angelina, TX",2865538,2908550,3018807,3077484,2953591
"48007","Aransas, TX",657369,608025,610615,640355,623869
"48009","Archer, TX",343890,336314,341038,338714,341083
"48011","Armstrong, TX",45935,49527,65290,64801,67564
"48013","Atascosa, TX",3957869,4010600,4125654,4620153,3705898
"48015","Austin, TX",1182578,1248529,1326154,1359535,1366143
"48017","Bailey, TX",371804,417674,416236,424805,427114
"48019","Bandera, TX",352071,344627,358480,377362,382988
"48021","Bastrop, TX",1863344,1983676,2099633,2181750,2245470
"48023","Baylor, TX",153863,155361,160414,164713,180357
"48025","Bee, TX",820038,773864,763400,788770,752157
"48027","Bell, TX",14413520,14673843,14855513,15190059,15353319
"48029","Bexar, TX",90181543,90740405,95088795,96105465,94233083
"48031","Blanco, TX",321814,334156,353189,383423,399738
"48033","Borden, TX",479021,482986,568830,854088,722142
"48035","Bosque, TX",526071,518396,523137,537403,563788
"48037","Bowie, TX",3324709,3287142,3269678,3238755,3206085
"48039","Brazoria, TX",15783630,14867792,15386690,15115082,15032084
"48041","Brazos, TX",8963449,9124809,9502826,9739560,9620229
"48043","Brewster, TX",332920,332492,356924,368162,369787
"48045","Briscoe, TX",86645,96724,105058,104986,95319
"48047","Brooks, TX",348414,368686,352634,342481,330654
"48049","Brown, TX",1262064,1308890,1316704,1316807,1293877
"48051","Burleson, TX",1089494,1282825,1551554,1705424,1495260
"48053","Burnet, TX",1336646,1396173,1437725,1509642,1530796
"48055","Caldwell, TX",818376,853827,907246,912817,924603
"48057","Calhoun, TX",2363204,2768384,3370892,3458801,3308408
"48059","Callahan, TX",241208,257316,290508,294710,294010
"48061","Cameron, TX",9689054,9679631,9839678,10117293,10077503
"48063","Camp, TX",360704,348146,348136,320178,333732
"48065","Carson, TX",901137,968991,986988,1030687,955220
"48067","Cass, TX",687811,738273,788018,814241,810664
"48069","Castro, TX",858406,919166,826892,787190,735191
"48071","Chambers, TX",3087143,2797061,2853321,2448652,2431029
"48073","Cherokee, TX",1399726,1364127,1341057,1341960,1389321
"48075","Childress, TX",195191,197306,200681,206766,223431
"48077","Clay, TX",249066,245872,249093,255186,258930
"48079","Cochran, TX",376583,406522,337161,404276,393509
"48081","Coke, TX",146343,132047,134974,126391,125001
"48083","Coleman, TX",209623,211220,215389,218520,219545
"48085","Collin, TX",56132046,59054882,62749137,64095670,65098585
"48087","Collingsworth, TX",77902,74195,75703,75877,74745
"48089","Colorado, TX",836453,854004,802009,833225,810839
"48091","Comal, TX",5133280,5312858,5568360,5856949,6032698
"48093","Comanche, TX",347606,367260,366649,412462,459602
"48095","Concho, TX",114863,104334,109370,120646,137765
"48097","Cooke, TX",3079654,2880966,2551591,2325818,2162701
"48099","Coryell, TX",1412309,1522536,1515447,1479194,1465314
"48101","Cottle, TX",67741,97405,91007,73373,79331
"48103","Crane, TX",1390537,1204375,1025510,1152039,1026365
"48105","Crockett, TX",1779179,1738084,1344759,1282882,1242701
"48107","Crosby, TX",289678,306116,290580,333870,308163
"48109","Culberson, TX",1188019,1467437,1507337,2036365,2210531
"48111","Dallam, TX",858374,882432,765482,764277,725495
"48113","Dallas, TX",222697886,228808813,236981677,246512762,239705547
"48115","Dawson, TX",754464,852083,909051,849434,835144
"48117","Deaf Smith, TX",1935195,1835251,1746282,1578133,1470419
"48119","Delta, TX",133943,109830,99319,100862,103743
"48121","Denton, TX",28377505,30341121,31495454,33282512,34594470
"48123","DeWitt, TX",8677620,7481154,6586451,6501016,5046274
"48125","Dickens, TX",139250,139218,138575,134036,126730
"48127","Dimmit, TX",5422301,5669044,5432252,5917527,4221673
"48129","Donley, TX",118608,147141,153317,140676,140226
"48131","Duval, TX",406504,404315,412608,401432,364462
"48133","Eastland, TX",589323,647276,814348,839457,763674
"48135","Ector, TX",10386145,11178384,12904779,13506926,11190764
"48137","Edwards, TX",100722,100919,97043,83509,95546
"48139","Ellis, TX",5211571,5401006,5807118,5939989,6059144
"48141","El Paso, TX",26981360,27667837,28494753,29805366,29540504
"48143","Erath, TX",1275203,1348865,1418352,1501302,1503316
"48145","Falls, TX",366386,352288,367577,374175,397223
"48147","Fannin, TX",701926,729577,808070,843912,868567
"48149","Fayette, TX",1609560,1715777,1654650,1688455,1620725
"48151","Fisher, TX",215145,210591,275851,262415,280304
"48153","Floyd, TX",222462,312384,297047,347472,290510
"48155","Foard, TX",31233,32216,45577,57242,109354
"48157","Fort Bend, TX",24485721,25501334,27133965,28167815,27854681
"48159","Franklin, TX",420121,443767,444896,415703,430682
"48161","Freestone, TX",1830924,1802683,1286934,1326617,1284749
"48163","Frio, TX",1326383,1409808,1477657,1429979,1232086
"48165","Gaines, TX",3270659,3535454,3149967,3357767,2976855
"48167","Galveston, TX",14359672,15570739,15641021,16276531,16310246
"48169","Garza, TX",406053,364411,339616,377387,313169
"48171","Gillespie, TX",884485,900648,946694,996822,995125
"48173","Glasscock, TX",3761287,4176315,5069065,5864146,4879207
"48175","Goliad, TX",319943,341456,334815,327035,291294
"48177","Gonzales, TX",5138220,4888990,4730757,5246041,4155550
"48179","Gray, TX",1026230,1046952,1061843,1049981,979058
"48181","Grayson, TX",4507768,4517559,4751598,4794754,4778611
"48183","Gregg, TX",6895241,6891953,7271119,7368823,6672943
"48185","Grimes, TX",1103771,1055186,1084945,1071838,1008055
"48187","Guadalupe, TX",5563857,5359557,5538906,7056072,7475402
"48189","Hale, TX",1170499,1163476,1189314,1325975,1301424
"48191","Hall, TX",71260,76383,65931,87363,79476
"48193","Hamilton, TX",212900,220684,231843,240797,260759
"48195","Hansford, TX",871616,780078,697902,673167,576765
"48197","Hardeman, TX",180598,194030,202492,201599,239058
"48199","Hardin, TX",1333290,1340594,1390869,1344905,1265880
"48201","Harris, TX",364787186,367138880,376949835,373087121,359650873
"48203","Harrison, TX",4245572,4417657,4498912,4383225,4293290
"48205","Hartley, TX",1096439,1061141,956699,920853,820817
"48207","Haskell, TX",196592,263856,313234,387575,371494
"48209","Hays, TX",5914830,6302850,6734880,7222279,7259008
"48211","Hemphill, TX",1282453,1117862,917346,916225,780007
"48213","Henderson, TX",1566667,1661215,1656474,1730667,1795455
"48215","Hidalgo, TX",18828192,19028886,19468939,19944793,19817948
"48217","Hill, TX",866086,876123,936602,955514,950932
"48219","Hockley, TX",2187913,2372625,2335107,2428387,2013359
"48221","Hood, TX",1905704,2080954,2262376,2429352,2147967
"48223","Hopkins, TX",1322274,1388115,1477385,1564821,1522055
"48225","Houston, TX",925249,952620,972759,993323,1006784
"48227","Howard, TX",3906605,5359814,6766396,8363684,7463096
"48229","Hudspeth, TX",171563,159625,179381,180132,183240
"48231","Hunt, TX",3729570,4092195,4245870,4444498,3791069
"48233","Hutchinson, TX",10280477,7963716,6710439,7090427,7465837
"48235","Irion, TX",2017515,1830605,1544390,1976121,1724602
"48237","Jack, TX",667898,679450,724116,580131,548253
"48239","Jackson, TX",622041,647196,694029,748894,674231
"48241","Jasper, TX",955839,961228,974354,959790,921514
"48243","Jeff Davis, TX",72648,73313,77052,77177,82230
"48245","Jefferson, TX",19308328,20347594,20886563,22059368,20688536
"48247","Jim Hogg, TX",211621,204379,197858,201787,205106
"48249","Jim Wells, TX",1338833,1428729,1628474,1631965,1235250
"48251","Johnson, TX",5873716,6317234,6268076,6449549,6443442
"48253","Jones, TX",427951,424897,414256,426608,427890
"48255","Karnes, TX",11168471,12500167,11898936,12645963,9430808
"48257","Kaufman, TX",2945958,3092495,3244135,3450214,3578188
"48259","Kendall, TX",1708177,1814195,1935457,2005319,1900620
"48261","Kenedy, TX",258756,289013,286875,354635,270987
"48263","Kent, TX",463930,429457,386920,373545,285089
"48265","Kerr, TX",1663825,1726467,1844913,1930054,1921027
"48267","Kimble, TX",152772,128835,143311,141558,143089
"48269","King, TX",249410,232993,206803,190305,138739
"48271","Kinney, TX",110319,113289,100885,105794,107087
"48273","Kleberg, TX",1071704,1073969,1032654,1085078,1066629
"48275","Knox, TX",149498,151469,160069,154983,164207
"48277","Lamar, TX",2246040,2366710,2525512,2486515,2441823
"48279","Lamb, TX",792919,819367,763958,743666,724220
"48281","Lampasas, TX",415231,426626,443835,464637,475020
"48283","La Salle, TX",7339238,7355349,7111750,7656815,6816675
"48285","Lavaca, TX",1509168,1458479,1519141,1654694,1486598
"48287","Lee, TX",947417,939524,916008,1061371,906215
"48289","Leon, TX",1162746,962897,931998,919057,895407
"48291","Liberty, TX",1814462,1885491,2058985,2105156,2057299
"48293","Limestone, TX",1428980,1389572,1499397,1537845,1375280
"48295","Lipscomb, TX",820095,881376,784731,837531,761579
"48297","Live Oak, TX",2258631,2122362,1943844,2483608,2012592
"48299","Llano, TX",664326,681330,673119,688463,711981
"48301","Loving, TX",4127854,6072790,7889531,9962411,8852569
"48303","Lubbock, TX",11977790,12059513,12388246,12570427,12345877
"48305","Lynn, TX",198645,204738,226271,281316,328073
"48307","McCulloch, TX",325606,360452,379645,337888,301902
"48309","McLennan, TX",10625710,11296371,11673697,11848374,11394096
"48311","McMullen, TX",4665852,3826026,3323269,3473650,2496801
"48313","Madison, TX",934914,873118,803436,824426,795861
"48315","Marion, TX",233204,252151,262377,263754,263934
"48317","Martin, TX",5976722,7052016,9182189,13387119,11631421
"48319","Mason, TX",113941,120841,129245,127301,123837
"48321","Matagorda, TX",2066792,2111878,1984714,2130224,2158531
"48323","Maverick, TX",1410498,1498143,1589461,1608240,1537391
"48325","Medina, TX",865833,908241,955797,986697,1002025
"48327","Menard, TX",55477,50511,54754,53363,53745
"48329","Midland, TX",18618430,22083897,26448177,30777357,27249485
"48331","Milam, TX",932134,903367,569848,611092,568603
"48333","Mills, TX",138828,143244,174631,190540,201806
"48335","Mitchell, TX",539999,515192,472913,459362,436932
"48337","Montague, TX",1126500,1086777,971272,965999,876047
"48339","Montgomery, TX",22303775,24616453,27031630,27859472,27612881
"48341","Moore, TX",1921067,2172830,2658965,3328078,3053944
"48343","Morris, TX",631182,630326,672151,657428,630144
"48345","Motley, TX",26941,27663,29865,30896,38411
"48347","Nacogdoches, TX",2512146,2610433,2630155,2556789,2536876
"48349","Navarro, TX",1460246,1401313,1505384,1520866,1481373
"48351","Newton, TX",389752,445004,484212,516384,483167
"48353","Nolan, TX",958463,938081,922571,973510,984130
"48355","Nueces, TX",17528932,18350464,19136531,19935184,18938817
"48357","Ochiltree, TX",1600297,1527744,1468386,1398079,1134754
"48359","Oldham, TX",392285,359692,381143,336304,378965
"48361","Orange, TX",3518276,3357685,3408727,3286754,3207959
"48363","Palo Pinto, TX",1018948,990507,1060239,1079213,999323
"48365","Panola, TX",2882785,2662152,2630185,3033146,3088166
"48367","Parker, TX",3790497,4141384,4342338,4354517,4402190
"48369","Parmer, TX",1176242,1108079,1050100,1032223,1009325
"48371","Pecos, TX",2420823,2695629,3114728,4001420,3640749
"48373","Polk, TX",1223588,1221731,1217138,1265711,1271294
"48375","Potter, TX",7481158,7378525,7690110,7901598,7693494
"48377","Presidio, TX",241273,227188,241518,238039,248095
"48379","Rains, TX",170188,178984,190531,197778,208186
"48381","Randall, TX",3505571,3551220,3575846,3637769,3675465
"48383","Reagan, TX",4645854,5299988,5477054,6455797,5259035
"48385","Real, TX",63430,63388,65432,66603,67622
"48387","Red River, TX",272274,268380,268980,288883,314904
"48389","Reeves, TX",5657154,8373518,11453664,16109739,12880078
"48391","Refugio, TX",521008,497970,478824,484000,414289
"48393","Roberts, TX",1392729,1204216,902706,942163,822998
"48395","Robertson, TX",2869094,3172283,2882044,3046148,3153135
"48397","Rockwall, TX",2750119,2981995,3209845,3483511,3571496
"48399","Runnels, TX",299823,303778,311906,318513,309775
"48401","Rusk, TX",2763377,2747452,2777706,2769577,2747437
"48403","Sabine, TX",220922,214351,223582,216020,226682
"48405","San Augustine, TX",794057,865264,891620,1212939,1177440
"48407","San Jacinto, TX",318834,319381,326856,356020,372988
"48409","San Patricio, TX",2269429,2191281,2267866,2336277,2616235
"48411","San Saba, TX",157697,160768,175161,179454,159144
"48413","Schleicher, TX",240388,168925,161512,190128,193064
"48415","Scurry, TX",2477048,2463242,2417599,2404029,2079736
"48417","Shackelford, TX",260023,261942,281783,271172,239726
"48419","Shelby, TX",1448081,1435859,1489858,1441324,1329658
"48421","Sherman, TX",644901,727136,623151,597860,513960
"48423","Smith, TX",10020146,10037845,10520805,10889082,10703018
"48425","Somervell, TX",1287089,1132370,1223629,1170941,1201072
"48427","Starr, TX",1381103,1397051,1352247,1387854,1443062
"48429","Stephens, TX",549963,542704,538849,560642,532372
"48431","Sterling, TX",346198,326957,308421,320490,321389
"48433","Stonewall, TX",329550,324256,288381,242357,182674
"48435","Sutton, TX",424944,395839,378508,350621,298399
"48437","Swisher, TX",618938,657370,670442,571428,464291
"48439","Tarrant, TX",99872453,103724310,108409796,111665897,106112067
"48441","Taylor, TX",5444326,5588268,5866091,6079124,6311829
"48443","Terrell, TX",222560,203139,153783,160459,141616
"48445","Terry, TX",748023,841381,783007,777079,686699
"48447","Throckmorton, TX",170904,159268,156319,115144,102212
"48449","Titus, TX",1998457,2180197,1850520,1769032,1729882
"48451","Tom Green, TX",4778710,4937113,5364497,5653698,5512365
"48453","Travis, TX",98959529,103827155,109829318,114678235,115792021
"48455","Trinity, TX",235993,227087,226716,238379,242243
"48457","Tyler, TX",448575,413261,401236,417686,438022
"48459","Upshur, TX",814210,810090,803147,855116,843333
"48461","Upton, TX",6084279,6785955,6660653,8291570,7523215
"48463","Uvalde, TX",1113674,835269,816554,869584,865667
"48465","Val Verde, TX",1576185,1562909,1555230,1594939,1571222
"48467","Van Zandt, TX",1043802,1105177,1129397,1128834,1152647
"48469","Victoria, TX",4010512,3944993,4145968,4105372,3755181
"48471","Walker, TX",1891300,1925602,1964298,1991487,1992807
"48473","Waller, TX",1928104,2187598,2307370,2598170,2629926
"48475","Ward, TX",3110970,3479874,4455701,5928199,4435082
"48477","Washington, TX",1490767,1475050,1636728,1752390,1717100
"48479","Webb, TX",12709230,12708793,12016656,12562847,12152308
"48481","Wharton, TX",1598084,1722294,1730007,1936733,1914285
"48483","Wheeler, TX",1389085,1237277,1006986,912127,821302
"48485","Wichita, TX",5039598,5153944,5247095,5480299,5257261
"48487","Wilbarger, TX",701588,691324,761120,797944,717987
"48489","Willacy, TX",438109,465028,534328,513654,519082
"48491","Williamson, TX",18686992,19454645,20636198,22043948,22642842
"48493","Wilson, TX",991962,969508,1048305,1193728,1113996
"48495","Winkler, TX",978119,1318582,1841329,2394287,2180519
"48497","Wise, TX",3834542,3397039,3311339,3438374,3222100
"48499","Wood, TX",1660317,1753941,1727364,1731404,1707360
"48501","Yoakum, TX",3110778,3276921,3184302,3426395,2674793
"48503","Young, TX",880525,896729,880075,874240,830728
"48505","Zapata, TX",840923,896599,853822,879421,759737
"48507","Zavala, TX",1117977,1016893,904312,1039023,909302
"49001","Beaver, UT",301337,376708,337397,419707,386880
"49003","Box Elder, UT",2092540,2149418,2176025,2306970,2363802
"49005","Cache, UT",4472305,4738827,5028835,5241528,5318251
"49007","Carbon, UT",1053831,1016880,1033391,1138829,1142554
"49009","Daggett, UT",119436,158504,174874,132768,120812
"49011","Davis, UT",12302759,13061671,13833407,14303118,14549508
"49013","Duchesne, UT",1161131,1164258,1116708,1155080,1101578
"49015","Emery, UT",889958,896423,853705,932010,892903
"49017","Garfield, UT",230397,239300,239280,250021,244793
"49019","Grand, UT",491326,540098,572075,609264,564401
"49021","Iron, UT",1336760,1425431,1576535,1701006,1723245
"49023","Juab, UT",388368,380955,447232,482760,478906
"49025","Kane, UT",291244,306036,315980,319389,327254
"49027","Millard, UT",784349,807956,785465,828757,826285
"49029","Morgan, UT",239937,259745,278684,285871,288741
"49031","Piute, UT",69880,81194,85152,71661,60477
"49033","Rich, UT",148633,146114,151303,148732,143047
"49035","Salt Lake, UT",76261259,78696986,83248540,86713524,86272939
"49037","San Juan, UT",498473,505499,483379,506988,453246
"49039","Sanpete, UT",775780,786471,864661,816725,847901
"49041","Sevier, UT",1058248,1139066,1159515,1187481,1193005
"49043","Summit, UT",2756621,2996954,3138999,3150354,2934507
"49045","Tooele, UT",1705492,1655372,1710492,1786767,1904150
"49047","Uintah, UT",1891425,1922518,1829419,1860884,1671998
"49049","Utah, UT",21543514,22691691,24827577,26983699,27406079
"49051","Wasatch, UT",768935,857261,878409,969549,907763
"49053","Washington, UT",4941502,5441977,5810996,6041044,6111685
"49055","Wayne, UT",90683,94018,104526,108355,107599
"49057","Weber, UT",9082702,9585341,9935880,10347584,10656466
"50001","Addison, VT",1543097,1541553,1564126,1579129,1512084
"50003","Bennington, VT",1517451,1502213,1528459,1543050,1450989
"50005","Caledonia, VT",999838,1003149,999735,1005625,995643
"50007","Chittenden, VT",10317792,10365454,10490791,10632821,10104070
"50009","Essex, VT",136234,140965,138864,138075,139044
"50011","Franklin, VT",1891885,1909215,1917373,1963786,1935667
"50013","Grand Isle, VT",183377,187693,178245,188046,177350
"50015","Lamoille, VT",1051520,1033607,1042062,1018478,953731
"50017","Orange, VT",726755,745557,752892,740394,718858
"50019","Orleans, VT",913137,952665,956840,979997,955054
"50021","Rutland, VT",2423504,2384413,2351263,2352696,2210718
"50023","Washington, VT",3298144,3300306,3295636,3367064,3299058
"50025","Windham, VT",2101351,2095079,2065680,2052930,1941737
"50027","Windsor, VT",2310984,2346523,2344668,2354202,2267880
"51001","Accomack, VA",1541774,1507076,1557549,1582822,1656169
"51007","Amelia, VA",300839,303986,261259,268156,256072
"51009","Amherst, VA",754436,745004,758910,735759,709618
"51011","Appomattox, VA",260420,264832,268322,262388,281105
"51013","Arlington, VA",29938035,30886548,32080964,32930931,32373194
"51017","Bath, VA",198638,197323,183505,217236,197150
"51019","Bedford, VA*",1814739,1814700,1843730,1811923,1749888
"51021","Bland, VA",189966,193882,207546,205737,202658
"51023","Botetourt, VA",1210063,1099870,1139498,1156685,1108120
"51025","Brunswick, VA",622824,750008,716114,715542,772591
"51027","Buchanan, VA",920230,1021166,1054989,1099109,996527
"51029","Buckingham, VA",497744,478315,503265,487257,504888
"51033","Caroline, VA",672185,685387,688540,673499,700613
"51036","Charles City, VA",183551,190940,193504,200759,205215
"51037","Charlotte, VA",249529,243589,234445,227662,215249
"51041","Chesterfield, VA",14065016,14044803,14244887,14348174,14108497
"51043","Clarke, VA",443165,451423,451177,442927,410669
"51045","Craig, VA",86934,89805,93070,91025,87272
"51047","Culpeper, VA",1627341,1581018,1672951,1679918,1659574
"51049","Cumberland, VA",164745,152065,142113,138125,131280
"51051","Dickenson, VA",471995,473679,485317,515326,592527
"51057","Essex, VA",352459,343694,347580,351770,332796
"51061","Fauquier, VA",2469410,2449747,2595398,2516311,2481178
"51063","Floyd, VA",312927,327922,355542,335294,323558
"51065","Fluvanna, VA",775115,846416,813178,814184,762339
"51067","Franklin, VA",1367489,1387398,1410645,1387760,1368696
"51071","Giles, VA",453429,446869,463204,445583,468478
"51073","Gloucester, VA",779404,784083,800164,811148,797129
"51075","Goochland, VA",1931957,2081059,2032587,2273664,2366289
"51077","Grayson, VA",244522,239468,271543,260007,246780
"51079","Greene, VA",411742,419126,421789,421735,402655
"51083","Halifax, VA",1306672,1197978,1167507,1089647,1042197
